CLOSED DATE,OPEID,SCHOOL NAME                                                        ,LOCATION                                                       ,ADDRESS                                                       ,CITY          ,STATE,ZIP CODE,COUNTRY (FOREIGN)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
8/20/90,411800,HAMILTON MEMORIAL HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,HAMILTON MEMORIAL HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,PO BOX 1168,DALTON,GA,30720,
8/20/97,1190600,SALISBURY BUSINESS COLLEGE,SALISBURY BUSINESS COLLEGE,1400 JAKE ALEAXANDER BOULEVARD WEST,SALISBURY,NC,28144-1214,
8/20/02,252563,WILLIAM WOODS UNIVERSITY,WILLIAM WOODS UNIVERSITY - PURDY R-II SCHOOL DISTRICT,204 SOUTH THIRD STREET,PURDY,MO,65738-0248,
8/20/04,324401,CHATHAM UNIVERSITY,CHATHAM COLLEGE - NORTH,5500 BROOKTREE ROAD SUITE 201,WEXFORD,PA,15090-9260,
8/20/04,991704,IVY TECH COMMUNITY COLLEGE OF INDIANA,IVY TECH STATE COLLEGE - REGION 8 - WHEELER BUILDING,5749 WHEELER ROAD,INDIANAPOLIS,IN,46216-1010,
8/20/06,136301,REGIS UNIVERSITY,REGIS UNIVERSITY - BOULDER CAMPUS,6235 LOOKOUT ROAD,BOULDER,CO,80301-3335,
8/20/07,163802,BLACK HAWK COLLEGE,BLACK HAWK COLLEGE - QUAD-CITIES TRAINING CENTER,3010 4TH AVENUE,EAST MOLINE,IL,61244-4217,
8/20/08,318110,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - ARNETT PUBLIC SCHOOLS,103 WEST HASKELL,ARNETT,OK,73832-7285,
8/20/08,318112,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - REYDON PUBLIC SCHOOLS,100 4TH STREET,REYDON,OK,73660-0010,
8/20/08,318113,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - NORTHWESTERN OKLAHOMA STATE U,NORTHWESTERN OKLAHOMA STATE UNIVERS 3921 34TH ST.,WOODWARD,OK,73801-2799,
8/20/08,318114,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - BOISE CITY,700 SE 1ST,BOISE CITY,OK,73933-1116,
8/20/08,318115,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - CACHE HIGH SCHOOL,201 WEST AVENUE H,CACHE,OK,93527-9454,
8/20/08,318116,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - CADDO,INTERSECTION HIGHWAY 152 AND 281,BINGER,OK,73009-0280,
8/20/08,318120,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - CHEYENNE ARAPAHO,CHEYENNE ARAPAHO EDUCATION DEPT. 100 RED MOON CIRCLE,CONCHO,OK,73022-0038,
8/20/08,318121,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - DELEWARE NATION,2 MILES NORTH ON HIGHWAY 281,ANADARKO,OK,73005-5813,
8/20/08,318122,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - DIAMOND BACK CORRECTIONAL FAC,ROUTE 2 HIWAY 281,WATONGA,OK,74772-0310,
8/20/08,318123,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - FAIRVIEW HIGH SCHOOL,408 E. BROADWAY,FAIRVIEW,OK,73737-2110,
8/20/08,318124,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - GREAT PLAINS TECH CENTER,2001 EAST GLADSTONE,FREDERICK,OK,73524-4600,
8/20/08,318125,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - HAMMON HIGH SCHOOL,800 SHOCKEY,HAMMON,OK,73650-0279,
8/20/08,318128,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - KEYES,3RD AND MCKNAH,KEYES,OK,73947-0047,
8/20/08,318129,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - LOMEGA HIGH SCHOOL,K12 RADER BLVD,OMEGA,OK,73764-9721,
8/20/08,318130,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - MANGUM PUBLIC SCHOOLS,400 NORTH PENNSYLVANIA AVENUE,MANGUM,OK,73945-3034,
8/20/08,318131,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - NEO A&M,200 I STREET NE,MIAMI,OK,74354-8218,
8/20/08,318137,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - ROSE STATE,6420 SOUTHEAST 15TH,MIDWEST CITY,OK,73110-2704,
8/20/09,457100,SPARKS COLLEGE,SPARKS COLLEGE,131 SOUTH MORGAN STREET,SHELBYVILLE,IL,62565-2241,
8/20/10,399901,CLEVELAND STATE COMMUNITY COLLEGE,CLEVELAND STATE COMMUNITY COLLEGE - TELLICO EDUCATION CONSORTIUM,59 EXCELLENCE WAY,VONORE,TN,37885-2123,
8/20/11,4140100,CISORIA ACADEMY OF COSMETOLOGY,CISORIA ACADEMY OF COSMETOLOGY,20880 SOUTHGATE PARK BOULEVARD,MAPLE HEIGHTS,OH,44137-2915,
8/20/11,4161826,BRANDMAN UNIVERSITY,BRANDMAN UNIVERSITY - SALINAS VALLEY STATE PRISON,31625 HIGHWAY 101 NORTH,SOLEDAD,CA,93960-9529,
8/20/11,4161827,BRANDMAN UNIVERSITY,BRANDMAN UNIVERSITY - SOLEDAD CORRECTIONAL TRAINING FACILITY,HIGHWAY 101 NORTH,SOLEDAD,CA,93960-9529,
8/21/86,907100,CONTROL DATA INSTITUTE(CLOSED),CONTROL DATA INSTITUTE(CLOSED),ONE ALEWIFE PLACE,CAMBRIDGE,MA,2140,
8/21/90,2243500,DEBBIE'S SCHOOL OF BEAUTY CULTURE,DEBBIE'S SCHOOL OF BEAUTY CULTURE,2309 E 75TH ST,CHICAGO,IL,60649,
8/21/91,342203,SOUTHERN WESLEYAN UNIVERSITY,SOUTHERN WESLEYAN UNIVERSITY - ANDERSON CAMPUS,ANDERSON COLLEGE,ANDERSON,SC,29621,
8/21/91,2222902,INTERNATIONAL AIR & HOSPITALITY ACADEMY,INTERNATIONAL AIR ACADEMY,2326 MILLPARK DRIVE,MARYLAND HEIGHTS,MO,63043,
8/21/97,166407,UNIVERSITY OF SAINT FRANCIS,COLLEGE OF SAINT FRANCIS - METROPOLITAN VO-TECH,7701 SCOTT HAMILTON,LITTLE ROCK,AR,0,
8/21/97,166417,UNIVERSITY OF SAINT FRANCIS,COLLEGE OF SAINT FRANCIS - SARASOTA HIGH SCHOOL,1001 SOUTH TAMIAMI TRAIL,SARASOTA,FL,0,
8/21/97,166475,UNIVERSITY OF SAINT FRANCIS,COLLEGE OF SAINT FRANCIS - HOLIDAY INN,2750 MOSSIDE BOULEVARD,MONROEVILLE,PA,0,
8/21/98,612602,AURORA SAINT LUKE'S MEDICAL CENTER,SAINT LUKE'S MEDICAL CENTER - SCHOOL OF RADIATION THERAPY,2900 WEST OKLAHOMA AVENUE,MILWAUKEE,WI,53215-4330,
8/21/99,2236802,PROFESSIONAL BEAUTY SCHOOL,PROFESSIONAL BEAUTY SCHOOL - WAPATO,113 EAST 3RD STREET,WAPATO,WA,98951-0856,
8/21/00,895800,STENOGRAPH INSTITUTE OF TEXAS,STENOGRAPH INSTITUTE OF TEXAS,202 PINE STREET,ABILENE,TX,79601-5912,
8/21/01,259718,BLOOMFIELD COLLEGE,BLOOMFIELD COLLEGE - COMMUNITY HEALTH CENTER,600 RIVER AVENUE,LAKEWOOD,NJ,08701-5281,
8/21/02,352702,TUSCULUM COLLEGE,TUSCULUM COLLEGE - KNOXVILLE REGIONAL CENTER,9041 EXECUTIVE PARK DRIVE SUITE 226,KNOXVILLE,TN,37923-0000,
8/21/02,360804,SAINT PHILIP'S COLLEGE,SAINT PHILIP'S COLLEGE - KELLY AIR FORCE BASE,SA-ALC/DPEE 312 TINKER DRIVE,KELLY AIR FORCE BASE,TX,78241-5920,
8/21/03,207803,LOYOLA UNIVERSITY MARYLAND,LOYOLA COLLEGE IN MARYLAND - I-97 BUSINESS PARK,1110 BENFIELD BOULEVARD SUITE F,MILLERSVILLE,MD,21108-2540,
8/21/03,207808,LOYOLA UNIVERSITY MARYLAND,LOYOLA COLLEGE IN MARYLAND - HOWARD B OWENS SCIENCE ASSOCIATION,9601 GREENBELT ROAD,LANHAM,MD,20706-3397,
8/21/03,3259300,LOS ANGELES COLLEGE OF MICRO TECHNOLOGY,LOS ANGELES COLLEGE OF MICRO TECHNOLOGY,3440 WILSHIRE BOULEVARD SUITE 1111,LOS ANGELES,CA,90010-2112,
8/21/04,143602,CAPITOL COLLEGE,CAPITOL COLLEGE - QUANTICO,E.F.C. 3098 RANGE ROAD,QUANTICO,VA,22134-5126,
8/21/04,143603,CAPITOL COLLEGE,CAPITOL COLLEGE - LAKEHURST,NAVAL AIR WEAPONS CENTER BUILDING 596 CODE 48J100,LAKEHURST,NJ,08733-5000,
8/21/06,905848,BETHEL UNIVERSITY,BETHEL UNIVERSITY - SITE 048,UNION GOSPEL MISSION 375 ST. ANTHONY AVE.,SAINT PAUL,MN,55103-2431,
8/21/06,905850,BETHEL UNIVERSITY,BETHEL UNIVERSITY - SITE 050,GOSPEL HILL CAMP & MINISTRY CENTER 580 W. HWY. 96,SHOREVIEW,MN,55126-1904,
8/21/08,233009,WESTERN MICHIGAN UNIVERSITY,WESTERN MICHIGAN UNIVERSITY - SOUTH HAVEN,125 VETERANS BOULEVARD,SOUTH HAVEN,MI,49090-9998,
8/21/08,294806,MONTREAT COLLEGE,MONTREAT COLLEGE - MURPHY  CAMPUS,TRI-COUNTY COLLEGE 2300 HIGHWAY 64 EAST,MURPHY,NC,28906-7919,
8/21/08,318106,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - CHISHOLM TRAIL VO-TECH,RURAL ROUTE 1 HIWAY 33,OMEGA,OK,73764-9720,
8/21/09,115307,CALIFORNIA STATE UNIVERSITY NORTHRIDGE,CALIFORNIA STATE UNIVERSITY NORTHRIDGE - ANTELOPE VALLEY,NORTH COUNTY FIRE TRAINING FACILITY 42110 SIXTH STREET WEST ROOM 66,LANCASTER,CA,91803-1331,
8/21/11,176100,SPRINGFIELD COLLEGE ILLINOIS,SPRINGFIELD COLLEGE ILLINOIS,1500 NORTH FIFTH,SPRINGFIELD,IL,62702-2694,
8/22/89,2360500,AMERICAN VOCATIONAL CENTER,AMERICAN VOCATIONAL CENTER,3300 S GESSNER 119,HOUSTON,TX,77063,
8/22/94,966900,FLAMINGO BEAUTY COLLEGE,FLAMINGO BEAUTY COLLEGE,2332 S MACARTHUR BLVD,SPRINGFIELD,IL,62704,
8/22/94,2290300,FLAMINGO BEAUTY COLLEGE,FLAMINGO BEAUTY COLLEGE,1604 VISA,NORMAL,IL,61761,
8/22/98,189312,UPPER IOWA UNIVERSITY,UPPER IOWA UNIVERSITY - NICC CAMPUS,WILDER BUILDING ROOM 1028,CALMAR,IA,52132-0400,
8/22/98,1065600,STATE COLLEGE OF BEAUTY,STATE COLLEGE OF BEAUTY,16704 WEST FORT STREET,SOUTHGATE,MI,48195-1423,
8/22/00,575202,CLOVER PARK TECHNICAL COLLEGE,CLOVER PARK TECHNICAL COLLEGE - DAYS INN CAMPUS,6802 TACOMA MALL BOULEVARD SOUTHWEST,TACOMA,WA,98409-6767,
8/22/01,180516,INDIANA INSTITUTE OF TECHNOLOGY,INDIANA INSTITUTE OF TECHNOLOGY -,3650 WEST 200 NORTH C/O UNITED TECHNOLOGIES ELECTRONIC,HUNTINGTON,IN,46750-9002,
8/22/03,203400,MID STATE COLLEGE,MID STATE COLLEGE,88 EAST HARDSCRABBLE ROAD,AUBURN,ME,04210-8888,
8/22/03,203401,MID STATE COLLEGE,MID STATE COLLEGE - AUGUSTA,218 WATER STREET,AUGUSTA,ME,04330-4674,
8/22/04,185501,DES MOINES UNIVERSITY - OSTEOPATHIC MEDICAL CENTER,DES MOINES UNIVERSITY-OSTEOPATHIC MEDICAL CENTER-WESTERN IOWA TECH,WESTERN IOWA TECH COMMUNITY COLLEGE 4647 STONE AVENUE,SIOUX CITY,IA,51106-1997,
8/22/04,185503,DES MOINES UNIVERSITY - OSTEOPATHIC MEDICAL CENTER,DES MOINES UNIVERSITY-OSTEOPATHIC MEDICAL CENTER - NORTH IOWA C.C.,NORTH IOWA AREA COMMUNITY COLLEGE 500 COLLEGE DRIVE,MASON CITY,IA,50401-7299,
8/22/04,185507,DES MOINES UNIVERSITY - OSTEOPATHIC MEDICAL CENTER,DES MOINES UNIVERSITY-OSTEOPATHIC MEDICAL CENTER - ALLEN COLLEGE,ALLEN COLLEGE 1825 LOGAN AVENUE,WATERLOO,IA,50703-1999,
8/22/05,2195903,MODERN HAIRSTYLING INSTITUTE,MODERN HAIRSTYLING INSTITUTE -,11443 S.W. 40TH STREET,MIAMI,FL,33165-0000,
8/22/06,130227,SAINT MARY'S COLLEGE OF CALIFORNIA,SAINT MARY'S COLLEGE OF CALIFORNIA - SAN PABLO,2600 MISSION BELL DRIVE CONTRA COSTA COLLEGE,SAN PABLO,CA,94806-3166,
8/22/06,175856,SOUTHERN ILLINOIS UNIVERSITY AT CARBONDALE,SOUTHERN ILLINOIS UNIVERSITY CARBONDALE - ARMY EDUCATION CENTER,6001 THIRD STREET,FORT BELVOIR,VA,22060-5503,
8/22/06,10370209,AVERETT UNIVERSITY,AVERETT UNIVERSITY - GENERAL SERVICES ADMINISTRATION REPORTERS BUILDIN,300 SEVENTH STREET SOUTH WEST,WASHINGTON,DC,20024-2500,
8/22/08,318139,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,SOUTHWESTERN OKLAHOMA STATE UNIVERSITY - WESTERN TECH CENTER,1000 BAILEY,HOBART,OK,73651-0659,
8/22/08,945906,EMPIRE BEAUTY SCHOOL,PIERRE'S SCHOOL OF COSMETOLOGY - PORTLAND,425 MARGINAL WAY,PORTLAND,ME,04101-3348,
8/22/09,120507,GOLDEN GATE UNIVERSITY,GOLDEN GATE UNIVERSITY - MONTEREY BAY,500 8TH STREET,MARINA,CA,93933-6004,
8/22/09,224904,DAVENPORT UNIVERSITY,DAVENPORT UNIVERSITY - SOUTH BEND/MISHAWAKA,7121 GRAPE ROAD,GRANGER,IN,46530-9069,
8/22/09,224905,DAVENPORT UNIVERSITY,DAVENPORT UNIVERSITY - MERRILLVILLE,8200 GEORGIA STREET,MERRILLVILLE,IN,46410-6128,
8/23/89,1127100,SAINT JOSEPH'S HOSPITAL SCHOOL OF MEDICAL TECHNOLOGY,SAINT JOSEPH'S HOSPITAL SCHOOL OF MEDICAL TECHNOLOGY,250 COLLEGE AVENUE,LANCASTER,PA,17604,
8/23/89,1308400,BAILIE SCHOOL OF BROADCAST,BAILIE SCHOOL OF BROADCAST,1100 STOUT STREET,DENVER,CO,80204,
8/23/90,1158900,UNIVERSITY HEALTH CENTER OF PITTSBURGH SCHOOL OF ANESTHESIA FOR NURSES,UNIVERSITY HEALTH CENTER OF PITTSBURGH SCHOOL OF ANESTHESIA FOR NURSES,3459 5TH AVENUE,PITTSBURGH,PA,15213,
8/23/90,2464000,GEORGETOWN UNIVERSITY SCHOOL OF DENISTRY,GEORGETOWN UNIVERSITY SCHOOL OF DENISTRY,3900 RESERVIOR ROAD NORTHWEST,WASHINGTON,DC,20007,
8/23/91,614900,HOLY NAME OF JESUS HOSPITAL,HOLY NAME OF JESUS HOSPITAL,600 S 3RD ST MORGANE PARK,GADSDEN,AL,35902,
8/23/91,742700,SOUTHWEST TECHNICAL COLLEGE,SOUTHWEST TECHNICAL COLLEGE,1520 SOUTH CENTRAL,OKLAHOMA CITY,OK,73129,
8/23/91,742701,SOUTHWEST TECHNICAL COLLEGE,CLASSROOM FACILITY,1425 SOUTH CENTRAL STREET,OKLAHOMA CITY,OK,73129,
8/23/91,1191400,MIDTOWN SCHOOL OF BUSINESS,MIDTOWN SCHOOL OF BUSINESS,ONE E 19TH ST,NEW YORK,NY,10003,
8/23/91,2518700,AMERICAN CAREER COLLEGE,AMERICAN CAREER COLLEGE,8415 KINGSTON PIKE,KNOXVILLE,TN,37919,
8/23/96,2217700,TITUSVILLE BEAUTY SCHOOL,TITUSVILLE BEAUTY SCHOOL,2395 SOUTH WASHINGTON AVENUE SUITE 4,TITUSVILLE,FL,32780,
8/23/01,386105,MARIAN UNIVERSITY,MARIAN COLLEGE OF FOND DU LAC - MIDWAY MOTOR LODGE,780 PACKER DRIVE,GREEN BAY,WI,54304-4528,
8/23/05,182503,PURDUE UNIVERSITY,PURDUE UNIVERSITY - VERSAILLES,SCHOOL OF TECHNOLOGY 901 WEST US 50,VERSAILLES,IN,47042-9198,
8/23/05,294811,MONTREAT COLLEGE,MONTREAT COLLEGE - PHILLIP MORRIS,HIGHWAY 29,CONCORD,NC,28026-0000,
8/23/06,3021002,HARRISON CAREER INSTITUTE,HARRISON CAREER INSTITUTE,1040 PARK AVENUE,BALTIMORE,MD,21201-5633,
8/23/07,2151001,HANNIBAL CAREER AND TECHNICAL CENTER,HANNIBAL CAREER AND TECHNICAL CENTER - VETERANS ELEMENTARY SCHOOL,790 NORTH VETERANS ROAD,HANNIBAL,MO,63401-0000,
8/23/10,246409,FONTBONNE UNIVERSITY,FONTBONNE UNIVERSITY - MISSOURI ATHLETIC CLUB,405 WASHINGTON AVENUE,ST. LOUIS,MO,63102-2183,
8/24/94,2148400,LARGO BEAUTY ACADEMY,LARGO BEAUTY ACADEMY,1156 JASPER STREET,LARGO,FL,34640,
8/24/95,595500,ST JOSEPH HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,ST JOSEPH HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,250 COLLEGE AVENUE,LANCASTER,PA,17604,
8/24/99,166420,UNIVERSITY OF SAINT FRANCIS,COLLEGE OF SAINT FRANCIS - SAINT EDWARDS SCHOOL,246 SOUTH ALA,VERO BEACH,FL,32963-2709,
8/24/99,166435,UNIVERSITY OF SAINT FRANCIS,COLLEGE OF SAINT FRANCIS - SAINT JOSEPH HOSPITAL,7000 BROADWAY,FORT WAYNE,IN,00000-0000,
8/24/99,166466,UNIVERSITY OF SAINT FRANCIS,COLLEGE OF SAINT FRANCIS - KASEMAN PRESBYTERIAN HOSPITAL,8300 CONSTITUTION AVENUE NORTHWEST,ALBUQUERQUE,NM,87110-7624,
8/24/05,100328,FAULKNER UNIVERSITY,FAULKNER UNIVERSITY -,1620 SOUTH BROAD STREET,MOBILE,AL,36605-1806,
8/24/08,214307,CURRY COLLEGE,CURRY COLLEGE - WORCESTER CAMPUS,ONE WEST BOYLSTON STREET,WORCESTER,MA,01605-1265,
8/24/09,276502,MARIST COLLEGE,MARIST COLLEGE - GOSHEN EXTENSION CENTER-EXECUTIVE CENTER,40 MATTHEWS STREET SUITE 105,GOSHEN,NY,10924-1964,
8/24/09,276507,MARIST COLLEGE,MARIST COLLEGE - NEW YORK STATE POLICE,555 STATE STREET,SYRACUSE,NY,13202-0000,
8/24/09,276509,MARIST COLLEGE,MARIST COLLEGE - NEW YORK STATE POLICE HEADQUARTERS,TROOP F CRYSTAL RUN ROAD,MIDDLETOWN,NY,10940-0000,
8/24/09,276510,MARIST COLLEGE,MARIST COLLEGE - WESTCHESTER COUNTY POLICE ACADEMY,DANA ROAD,VALHALLA,NY,10595-0000,
8/24/09,276511,MARIST COLLEGE,MARIST COLLEGE - KINGSTON,BUSINESS RESOURCE CENTER - UCCC ONE DEVELOPMENT COURT,KINGSTON,NY,12401-0000,
8/24/09,276512,MARIST COLLEGE,MARIST COLLEGE - WESTCHESTER,SPRINGHILL SUITES - MARRIOTT 480 WHITE PLAINS ROAD,TARRYTOWN,NY,10591-4905,
8/24/09,276513,MARIST COLLEGE,MARIST COLLEGE - NYPD COUNTER TERRORISM HQ,WEST 13TH STREET & AVENUE Z,BROOKLYN,NY,11223-5815,
8/24/09,276514,MARIST COLLEGE,MARIST COLLEGE - LIBERTY EXTENSION EDUCATION CENTER,64 FERNDALE-LOOMIS ROAD,LIBERTY,NY,12754-5902,
8/24/09,276515,MARIST COLLEGE,MARIST COLLEGE - OLC PROGRAM,300 GOLD STREET,BROOKLYN,NY,11201-3002,
8/24/12,115340,CALIFORNIA STATE UNIVERSITY NORTHRIDGE,CALIFORNIA STATE UNIVERSITY NORTHRIDGE - V. N. H. S.,VAN NUYS HIGH SCHOOL/ ADULT SCHOOL 6535 CEDROS AVENUE,VAN NUYS,CA,91411-0000,
8/25/90,2138200,HENDRICK MEMORIAL HOSPITAL SCHOOL RADIOLOGIC TECHNOLOGY,HENDRICK MEMORIAL HOSPITAL SCHOOL RADIOLOGIC TECHNOLOGY,19TH & HICKORY STREET,ABILENE,TX,79601,
8/25/94,2137801,JACKSON HAIR DESIGN COLLEGE,BRANCH,852 W CAPITOL ST,JACKSON,MS,39204,
8/25/95,1146800,CARLISLE HOSIPTAL SCHOOL OF RADIOLOGIC TECHNOLOGY,CARLISLE HOSIPTAL SCHOOL OF RADIOLOGIC TECHNOLOGY,246 PARKER STREET (SCHOOL CLOSED),CARLISLE,PA,17013,
8/25/95,2140601,INSTITUTE OF BUSINESS & MEDICAL TECHNOLOGY,BRANCH CAMPUS,20 E MAIN ST - 600,MESA,AZ,85201,
8/25/98,2594700,FENTON SCHOOL OF HAIR DESIGN,FENTON SCHOOL OF HAIR DESIGN,1149 NORTH LEROY STREET,FENTON,MI,48430-2757,
8/25/02,175860,SOUTHERN ILLINOIS UNIVERSITY AT CARBONDALE,SOUTHERN ILINOIS UNIVERSITY CARBONDALE / ENGINEERING TECHNOLOGY,NAVAL AIR STATION PENSACOLA BLDG #3460 ROOM #1710.,NAS PENSACOLA,FL,32508-0000,
8/25/04,363406,TEXAS STATE TECHNICAL COLLEGE,TEXAS STATE TECHNICAL COLLEGE -  WACO/LAREDO CAMPUS,WEST & WASHINGTON STREET,LAREDO,TX,78040-4395,
8/25/05,311402,FIRELANDS REGIONAL MEDICAL CENTER,FIRELANDS REGIONAL MEDICAL CENTER - SCHOOL OF RADIOLOGIC TECHNOLOGY,1912 HAYES AVENUE,SANDUSKY,OH,44870-4788,
8/25/05,352707,TUSCULUM COLLEGE,TUSCULUM COLLEGE - INDIAN PATH HOSPITAL,2000 BROOKSIDE DRIVE,KINGSPORT,TN,37664-4682,
8/25/05,450614,COLORADO MOUNTAIN COLLEGE,COLORADO MOUNTAIN COLLEGE - VAIL CENTER,1310 WESTHAVEN DRIVE,VAIL,CO,81657-4396,
8/25/05,2065100,REMINGTON COLLEGE - NEW ORLEANS CAMPUS,REMINGTON COLLEGE - NEW ORLEANS CAMPUS,321 VETERANS MEMORIAL BOULEVARD,METAIRIE,LA,70005-3007,
8/25/05,2065101,REMINGTON COLLEGE - NEW ORLEANS CAMPUS,REMINGTON COLLEGE - NEW ORLEANS CAMPUS -,3200 CLEARY AVENUE,METAIRIE,LA,70005-3007,
8/25/05,3020100,FRANKLIN COLLEGE,FRANKLIN COLLEGE,201 EVANS ROAD  SUITE 400,NEW ORLEANS,LA,70123-2382,
8/25/09,2210700,CAREER BEAUTY COLLEGE,CAREER BEAUTY COLLEGE,57 COLLEGE AVENUE,REXBURG,ID,83440-1964,
8/25/10,535604,TENNESSEE TECHNOLOGY CENTER AT HOHENWALD,TENNESSEE TECHNOLOGY CENTER AT HOHENWALD - PERRY COUNTY CAREER CENTER,113 FACTORY STREET SUITE 1,LINDEN,TN,37096-3313,
8/25/11,4027300,4-STATES ACADEMY OF COSMETOLOGY,4-STATES ACADEMY OF COSMETOLOGY,28 D STREET NORTH EAST,MIAMI,OK,74354-3729,
8/26/86,2130601,ACADEMY OF BUSINESS CAREERS,ACADEMY OF BUSINESS CAREERS,825 15TH. STEET NW,WASHINGTON,DC,20005,
8/26/86,2332821,CENTER FOR EMPLOYMENT TRAINING,CENTER FOR EMPLOYMENT TRAINING - DENVER CAMPUS,1727 EAST 39TH AVENUE,DENVER,CO,80205,
8/26/91,2567100,MARINELLO SCHOOL OF BEAUTY,MARINELLO SCHOOL OF BEAUTY,455 NORTH FAIRFAX AVENUE,LOS ANGELES,CA,90036,
8/26/92,2316112,INTERNATIONAL CAREER INSTITUTE,BRANCH CAMPUS,804 HILLABEE RD,ALEXANDER CITY,AL,35010,
8/26/92,2585700,INTERNATIONAL CAREER INSTITUTE,INTERNATIONAL CAREER INSTITUTE,PHENIX CITY PLAZA,PHENIX CITY,AL,36867,
8/26/92,2585702,INTERNATIONAL CAREER INSTITUTE,BRANCH CAMPUS,2101 SEMINOLE DR,HUNTSVILLE,AL,35805,
8/26/92,2585704,INTERNATIONAL CAREER INSTITUTE,BRANCH CAMPUS,CHERRY VLY SHOPPING CTR,LANETT,AL,36863,
8/26/92,2585705,INTERNATIONAL CAREER INSTITUTE,BRANCH CAMPUS,701 SOUTH RAILROAD AVE,OPELIKA,AL,36801,
8/26/93,1035107,PSI INSTITUTE,PSI INSTITUTE - PHILADELPHIA,219 N BOARD STREET,PHILADELPHIA,PA,00000-0000,
8/26/93,2222200,YORKTOWNE BUSINESS INSTITUTE,YORKTOWNE BUSINESS INSTITUTE,2121 BRIGHTSEAT ROAD,LANDOVER,MD,20785-3603,
8/26/94,487900,TREND COLLEGE,TREND COLLEGE,1950 SW 6TH AVENUE,PORTLAND,OR,97201,
8/26/94,500200,TREND COLLEGE,TREND COLLEGE,NORTH 214 WALL STREET,SPOKANE,WA,99201,
8/26/94,500201,TREND COLLEGE,BRANCH CAMPUS,230 GRANT RD,E WENATCHEE,WA,98801,
8/26/94,972800,TREND COLLEGE,TREND COLLEGE,210 LIBERTY STREET SE,SALEM,OR,97301,
8/26/94,972801,TREND COLLEGE,BRANCH LOCATION,400 EARHART ST,MEDFORD,OR,97501,
8/26/94,1057000,TREND COLLEGE,TREND COLLEGE,112 PIERCE AVENUE,YAKIMA,WA,98902,
8/26/94,1120000,TREND COLLEGE,TREND COLLEGE,3311 WEST CLEARWATER AVENUE SUITE 1201,KENNEWICK,WA,99336,
8/26/94,1120100,TREND COLLEGE,TREND COLLEGE,1260 COMMERCE AVENUE,LONGVIEW,WA,98632,
8/26/94,1200400,TREND COLLEGE,TREND COLLEGE,1050 GREEN ACRES ROAD,EUGENE,OR,97401,
8/26/00,575204,CLOVER PARK TECHNICAL COLLEGE,CLOVER PARK TECHNICAL COLLEGE - RAINER SCHOOL CAMPUS,2120 RYAN ROAD,BUCKLEY,WA,98321-1140,
8/26/04,3587301,GENESIS VOCATIONAL TRAINING,GENESIS VOCATIONAL TRAINING - WESTSIDE BEAUTY ACADEMY,888 WILCREST,HOUSTON,TX,77042-0000,
